Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Max Qty (product.metafields.custom.max_qty),Alamat Apotek (product.metafields.vendor_info.address),Nama Apoteker (product.metafields.vendor_info.apoteker),Waktu Praktik (product.metafields.vendor_info.practice_hours),Jadwal Toko (product.metafields.vendor_info.schedule),Nomor SIA (product.metafields.vendor_info.sia),Nomor SIPA (product.metafields.vendor_info.sipa),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
epocaldi-kapsul,Epocaldi Kapsul,"<p>Dus, Botol Plastik @ 30 Kapsul Lunak</p><p>Deskripsi: EPOCALDI Novell KAPSUL adalah obat yang mengandung Ca, evening primrose oil, alpha linoleate, vitamin D3, cholecalciferol yang diindikasikan untuk membantu memelihara kesehatan tubuh wanita menjelang menopause dan mengurangi risiko osteoporosis yang sering terjadi selama masa menopause</p><p>Komposisi: Ca carbonate 400 mg, vit.D3 1.25 mcg, Evening Primrose oil 400 mg (gamma-Linoleate 40 mg)</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:SD101339991</p><p>Exp Date:12/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID105724-1,110.0,shopify,deny,manual,255000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID105724-1_29082025_7600c453-e20d-4980-9d46-f314755e6098.jpg?v=1760337088,1,Epocaldi Kapsul,false,Epocaldi Kapsul,"EPOCALDI Novell KAPSUL adalah obat yang mengandung Ca, evening primrose oil, alpha linoleate, vitamin D3, cholecalciferol yang diindikasikan untuk membantu memelihara kesehatan tubuh wanita menjelang menopause dan mengurangi risiko osteoporosis yang sering terjadi selama masa menopause",,,,,,,,,g,,,active
epimax-kapsul,Epimax Kapsul,"<p>Dus, 1 Catchcover @ 1 Blister @ 2 Kapsul</p><p>Deskripsi: EPIMAX Novell KAPSUL merupakan obat tradisional yang berkhasiat untuk vitalitas dan menambah stamina pria.</p><p>Komposisi: Pimpinella Alpine Herba 100 mg, Eurycomae Rhizoma 100 mg, Epimedium Herba 150 mg</p><p>Golongan Obat: OBAT TRADISIONAL</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:TR152385951</p><p>Exp Date:06/2027</p>",Inofarma,,"","mqty:0, Perawatan Tubuh",true,Title,Default Title,,,,,,,,ID105713-1,16.0,shopify,deny,manual,24400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID105713-1_29082025_9f3d7a16-b90c-427a-a5d7-0b7ff53e18de.jpg?v=1760337088,1,Epimax Kapsul,false,Epimax Kapsul,EPIMAX Novell KAPSUL merupakan obat tradisional yang berkhasiat untuk vitalitas dan menambah stamina pria.,,,,,,,,,g,,,active
enervon-c-multivitamin-effervescent-tablet,Enervon C Multivitamin Effervescent Tablet,"<p>Dus, Tube @ 10 Tablet Effervescent</p><p>Deskripsi: ENERVON C MULTIVITAMIN EFFERVESCENT Medifarma TABLET adalah suplement kesehatan yang mengandung vitamin C, vitamin B1, vitamin B2, vitamin B6, vitamin B12, kalsium pantotenat, niasinamida yang diindikasikan untuk membantu menjaga daya tahan tubu serta membantu memulihkan kondisi setelah sakit</p><p>Komposisi: Setiap Tablet Mengandung : Vit B1 50 Mg, Vit B2 25 Mg, Vit B6 10 Mg, Vit B12 5 Mcg, Vit C 1000 Mg, Niacinamide 50 Mg, Ca Pantothenate 20 Mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: TABLET EFFERVESCENT</p><p>NIE:SD061529671</p><p>Exp Date:08/2026</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID105672-1,79.0,shopify,deny,manual,39800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID105672-1_29082025_5bd478a9-0dd1-407b-819a-a95a8532bb8b.jpg?v=1760337087,1,Enervon C Multivitamin Effervescent Tablet,false,Enervon C Multivitamin Effervescent Tablet,"ENERVON C MULTIVITAMIN EFFERVESCENT Medifarma TABLET adalah suplement kesehatan yang mengandung vitamin C, vitamin B1, vitamin B2, vitamin B6, vitamin B12, kalsium pantotenat, niasinamida yang diindikasikan untuk membantu menjaga daya tahan tubu serta membantu memulihkan kondisi setelah sakit",,,,,,,,,g,,,active
eazycal-kaplet,Eazycal Kaplet,"<p>Dus, 5 Strip @ 6 Kaplet Salut Selaput</p><p>Deskripsi: EAZYCAL Novell KAPLET adalah suplemen yang mengandung Coral Ca, genistei, Vit D3, Vit K1, Mg, boron, Zn yang diindikasikan untuk membantu memelihara kesehatan tulang terutama pada keadaan menopause.</p><p>Komposisi: Coral Calcium 500 mg, Vitamin D3 400 IU, Vitamin K1 25 mcg, Magnesium 100 mg, Boron 1 mg, Zn 5 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD101541011</p><p>Exp Date:05/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID105418-1,283.0,shopify,deny,manual,239500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID105418-1_22082025_e22b96a5-c1f7-4623-9ab0-2bf624946802.jpg?v=1760337084,1,Eazycal Kaplet,false,Eazycal Kaplet,"EAZYCAL Novell KAPLET adalah suplemen yang mengandung Coral Ca, genistei, Vit D3, Vit K1, Mg, boron, Zn yang diindikasikan untuk membantu memelihara kesehatan tulang terutama pada keadaan menopause.",,,,,,,,,g,,,active
diyet-industri-kapsul,Diyet Industri Kapsul,"<p>Dus, Strip @ 12 Kapsul</p><p>Deskripsi: DIYET Industri Jamu Borobudur KAPSUL adalah jamu yang mengandung Guazuma Ulmifolia Folium, Curcuma Domestica Rhizoma, Aloe Vera Ekstrak, dan Murrayae Paniculatae Folium. digunakan untuk membantu mengurangi lemak tubuh.</p><p>Komposisi: Murrayae Folium 192.5 mg, Guazumae Folium 137.5 mg, Mimossae Herba 137.5 mg, Gallae 82.5 mg</p><p>Golongan Obat: OBAT TRADISIONAL</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:TR082383401</p><p>Exp Date:01/2029</p>",Inofarma,,"","mqty:0, Obat Tradisional",true,Title,Default Title,,,,,,,,ID105160-2,26.0,shopify,deny,manual,30200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID105160-2_22082025_98fd2d44-abe8-43dd-ae0a-ab955dbb2a04.jpg?v=1760337083,1,Diyet Industri Kapsul,false,Diyet Industri Kapsul,"DIYET Industri Jamu Borobudur KAPSUL adalah jamu yang mengandung Guazuma Ulmifolia Folium, Curcuma Domestica Rhizoma, Aloe Vera Ekstrak, dan Murrayae Paniculatae Folium. digunakan untuk membantu mengurangi lemak tubuh.",,,,,,,,,g,,,active
disolf-tablet-490-mg,Disolf Tablet 490 Mg,"<p>Dus, 5 Strip @ 6 Tablet Salut Enterik</p><p>Deskripsi: DISOLF Dexa Medica TABLET 490 MG merupakan fitofarmaka yang berkhasiat untuk melancarkan sirkulasi darah.</p><p>Komposisi: Lumbricus rubellus extract 490 mg</p><p>Golongan Obat: FITOFARMAKA</p><p>Bentuk Sediaan: TABLET</p><p>NIE:FF245066211</p><p>Exp Date:01/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID105147-1,37.0,shopify,deny,manual,374400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID105147-1_22082025_225ab8ac-91ea-4382-89f5-05001115c4b1.jpg?v=1760337082,1,Disolf Tablet 490 Mg,false,Disolf Tablet 490 Mg,DISOLF Dexa Medica TABLET 490 MG merupakan fitofarmaka yang berkhasiat untuk melancarkan sirkulasi darah.</p>,,,,,,,,,g,,,active
day-cal-tablet-kunyah,Day-Cal Tablet Kunyah,"<p>Dus, 8 Strip @ 2 Tablet Kunyah</p><p>Deskripsi: DAY-CAL Sanbe TABLET KUNYAH merupakan suplemen yang bermanfaat untuk mencegah defisiensi kalsium dan vitamin D.</p><p>Komposisi: Per-tablet kunyah : Ca carbonate 1000 mg (setara dengan 400 mg elemen Ca), vit.D3 1 mg (100 IU), mg oxide 250 mg (setara dengan 150 mg elemen mg)</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: TABLET KUNYAH</p><p>NIE:SD031511451</p><p>Exp Date:01/2028</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID104629-1,58.0,shopify,deny,manual,53100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID104629-1_22082025_91e986dc-d2f2-4b69-a1f4-20d61cc56486.jpg?v=1760337079,1,Day-Cal Tablet Kunyah,false,Day-Cal Tablet Kunyah,DAY-CAL Sanbe TABLET KUNYAH merupakan suplemen yang bermanfaat untuk mencegah defisiensi kalsium dan vitamin D.,,,,,,,,,g,,,active
darsi-kapsul,Darsi Kapsul,"<p>Dus, Strip 12 Kapsul</p><p>Deskripsi: DARSI Jamu Borobudur KAPSUL adalah obat herbal yang mengandung Andrographis paniculata Herba Extract, languas galanga Rhizoma Extract, centella asiatica Herba Extract, curcuma domestica Rhizoma Extract, elephantopus scaber Folium Extract yang berkhasiat untuk membantu mengurangi jerawat, bisul dan gatalgatal</p><p>Komposisi: Curcumae domesticae Rhizoma 45 mg, Zingiberis aromaticae Rhizoma 45 mg, Zingiberis purpurei Rhizoma 45 mg, Andrographidis Herba 33.75 mg, Curcumae domesticae Rhizoma 22.5 mg, Sappan Lignum 22.5 mg, Elephantopi Folium 11.25 mg</p><p>Golongan Obat: OBAT TRADISIONAL</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:TR082382281</p><p>Exp Date:01/2029</p>",Inofarma,,"","mqty:0, Obat Tradisional",true,Title,Default Title,,,,,,,,ID104551-9,26.0,shopify,deny,manual,30300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID104551-9_22082025_90304475-709e-4c87-a4e0-8df883fe264a.jpg?v=1760337078,1,Darsi Kapsul,false,Darsi Kapsul,"DARSI Jamu Borobudur KAPSUL adalah obat herbal yang mengandung Andrographis paniculata Herba Extract, languas galanga Rhizoma Extract, centella asiatica Herba Extract, curcuma domestica Rhizoma Extract, elephantopus scaber Folium Extract yang berkhasiat untuk membantu mengurangi jerawat, bisul dan gatalgatal",,,,,,,,,g,,,active
citicoline-kaplet,Citicoline Kaplet,"<p>Dus, 5 Strip @ 6 Kaplet</p><p>Deskripsi: CITICOLINE Dexa Medica KAPLET 500 MG adalah obat yang mengandung citicoline yang diindikasikan untuk mengatasi kondisi kehilangan kesadaran karena trauma otak dan operasi otak, percepatan rehabilitasi ekstremitas pada pasien hemiplegia apoplektik</p><p>Komposisi: CITICOLINE SODIUM 500 MG</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD121543381</p><p>Exp Date:-</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID103801-1,357.0,shopify,deny,manual,214300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID103801-1_20082025_00d2db43-86ba-41b2-a08e-875bdd8415f1.jpg?v=1760337077,1,Citicoline Kaplet,false,Citicoline Kaplet,"CITICOLINE Dexa Medica KAPLET 500 MG adalah obat yang mengandung citicoline yang diindikasikan untuk mengatasi kondisi kehilangan kesadaran karena trauma otak dan operasi otak, percepatan rehabilitasi ekstremitas pada pasien hemiplegia apoplektik",,,,,,,,,g,,,active
citicoline-kaplet-500-mg,Citicoline Kaplet 500 Mg,"<p>Dus, 3 Strip @ 10 Kaplet</p><p>Deskripsi: CITICOLINE Novell KAPLET 500 MG adalah obat yang mengandung citicoline yang diindikasikan untuk mengatasi kondisi kehilangan kesadaran karena trauma otak dan operasi otak, percepatan rehabilitasi ekstremitas pada pasien hemiplegia apoplektik</p><p>Komposisi: CITICOLINE SODIUM 500 MG</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD131544631</p><p>Exp Date:04/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID103800-1,100.0,shopify,deny,manual,246900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID103800-1_20082025_02da2464-ea6f-4d5d-97dd-7c69b71a0a35.jpg?v=1760337076,1,Citicoline Kaplet 500 Mg,false,Citicoline Kaplet 500 Mg,"CITICOLINE Novell KAPLET 500 MG adalah obat yang mengandung citicoline yang diindikasikan untuk mengatasi kondisi kehilangan kesadaran karena trauma otak dan operasi otak, percepatan rehabilitasi ekstremitas pada pasien hemiplegia apoplektik",,,,,,,,,g,,,active
citicoline-kaplet-1000-mg,Citicoline Kaplet 1000 Mg,"<p>Dus, 3 Strip @ 10 Kaplet</p><p>Deskripsi: CITICOLINE Novell KAPLET 1000 MG adalah obat yang mengandung citicoline yang diindikasikan untuk mengatasi kondisi kehilangan kesadaran karena trauma otak dan operasi otak, percepatan rehabilitasi ekstremitas pada pasien hemiplegia apoplektik</p><p>Komposisi: CITICOLINE SODIUM 1000 MG</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD131544611</p><p>Exp Date:12/2026</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID103794-1,68.0,shopify,deny,manual,373300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID103794-1_20082025_a57e3fb6-1dfb-4d59-bb41-7c9ce1bb5af3.jpg?v=1760337076,1,Citicoline Kaplet 1000 Mg,false,Citicoline Kaplet 1000 Mg,"CITICOLINE Novell KAPLET 1000 MG adalah obat yang mengandung citicoline yang diindikasikan untuk mengatasi kondisi kehilangan kesadaran karena trauma otak dan operasi otak, percepatan rehabilitasi ekstremitas pada pasien hemiplegia apoplektik",,,,,,,,,g,,,active
ciflon-kaplet,Ciflon Kaplet,"<p>Dus, 5 Strip @ 6 Kaplet Salut Selaput</p><p>Deskripsi: CIFLON Lapi KAPLET adalah suplemen yang mengandung citrus aurantium fructus extract . Obat diindikasikan untuk insufiensi vena idiopatik pada tungkai bawah serta hemoroid.</p><p>Komposisi: Citrus Bioflavonoids 500 mg (Diosmin 450 mg, Hesperidin 50 mg)</p><p>Golongan Obat: OBAT TRADISIONAL</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:TR192525911</p><p>Exp Date:01/2027</p>",Inofarma,,"","mqty:0, Obat Tradisional",true,Title,Default Title,,,,,,,,ID103683-1,47.0,shopify,deny,manual,457100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID103683-1_20082025_377e9d17-8b7d-49de-9be8-0bd636f1114d.jpg?v=1760337075,1,Ciflon Kaplet,false,Ciflon Kaplet,CIFLON Lapi KAPLET adalah suplemen yang mengandung citrus aurantium fructus extract . Obat diindikasikan untuk insufiensi vena idiopatik pada tungkai bawah serta hemoroid.,,,,,,,,,g,,,active
cholinaar-kapsul,Cholinaar Kapsul,"<p>Dus, 3 Blister @ 10 Kapsul</p><p>Deskripsi: CHOLINAAR Novell KAPSUL merupakan suplemen yang berfungsi untuk membantu menangani penurunan kemampuan kognitif pada usia lanjut, seperti gangguan memori dan konsentrasi, serta untuk mempercepat rehabilitasi neurologis setelah stroke atau cedera otak ringan.</p><p>Komposisi: CITICOLINE SODIUM 500 MG</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:SD051323171</p><p>Exp Date:09/2026</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID103653-1,42.0,shopify,deny,manual,571200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID103653-1_20082025_77b08479-2feb-4074-8c14-4cd16cf0e94c.jpg?v=1760337074,1,Cholinaar Kapsul,false,Cholinaar Kapsul,"CHOLINAAR Novell KAPSUL merupakan suplemen yang berfungsi untuk membantu menangani penurunan kemampuan kognitif pada usia lanjut, seperti gangguan memori dan konsentrasi, serta untuk mempercepat rehabilitasi neurologis setelah stroke atau cedera otak ringan.",,,,,,,,,g,,,active
cavit-d3-tablet,Cavit-D3 Tablet,"<p>Dus, 10 Strip @ 10 Tablet</p><p>Deskripsi: CAVITD3 Merck TABLET adalah suplemen yang mengandung Ca hydrogen phosphate dihydrate 500mg, cholecalciferol 133 IU yang diindikasikan untuk pencegahan osteoporosis saat menopause</p><p>Komposisi: Ca hydrogen phosphate dihydrate 500mg, cholecalciferol 133 IU</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:SD021520071</p><p>Exp Date:10/2026</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID103157-1,283.0,shopify,deny,manual,401700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID103157-1_20082025_f4112068-aa12-4ad3-9a79-557e7ae0aa85.jpg?v=1760337073,1,Cavit-D3 Tablet,false,Cavit-D3 Tablet,"CAVITD3 Merck TABLET adalah suplemen yang mengandung Ca hydrogen phosphate dihydrate 500mg, cholecalciferol 133 IU yang diindikasikan untuk pencegahan osteoporosis saat menopause",,,,,,,,,g,,,active
calnic-plus-kaplet,Calnic Plus Kaplet,"<p>Dus, 3 Strip @ 10 Kaplet</p><p>Deskripsi: CALNIC PLUS Gracia KAPLET adalah suplemen kesehatan yang mengandung Kalsium, vitamin D2 yang diindikasikan untuk mengatasi kekurangan kalsium, pencegahan osteoporosis dan meringankan gejala menopause</p><p>Komposisi: Ca 400 mg, vitamin D3 200 IU</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD091537221</p><p>Exp Date:02/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID102919-1,79.0,shopify,deny,manual,235100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID102919-1_20082025_02913a9d-df25-464f-9e88-2dbe93255e2b.jpg?v=1760337072,1,Calnic Plus Kaplet,false,Calnic Plus Kaplet,"CALNIC PLUS Gracia KAPLET adalah suplemen kesehatan yang mengandung Kalsium, vitamin D2 yang diindikasikan untuk mengatasi kekurangan kalsium, pencegahan osteoporosis dan meringankan gejala menopause",,,,,,,,,g,,,active
calnic-kaplet,Calnic Kaplet,"<p>Dus, 3 Strip @ 10 Kaplet</p><p>Deskripsi: CALNIC Gracia KAPLET adalah suplemen yang mengandung kalsium yang diindikasikan untuk memenuhi kebutuhan kalsium dan vitamin D3 serta memelihara kesehatan Tulang.</p><p>Komposisi: Calcium 400 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD091537211</p><p>Exp Date:05/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID102917-1,100.0,shopify,deny,manual,189200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID102917-1_20082025_05925fa8-e8df-4ab8-8857-bfd7876f9f28.jpg?v=1760337071,1,Calnic Kaplet,false,Calnic Kaplet,CALNIC Gracia KAPLET adalah suplemen yang mengandung kalsium yang diindikasikan untuk memenuhi kebutuhan kalsium dan vitamin D3 serta memelihara kesehatan Tulang.,,,,,,,,,g,,,active
calgae-kaplet,Calgae Kaplet,"<p>Dus, 3 Strip @ 10 Kaplet Salut Selaput</p><p>Deskripsi: CALGAE Pratapa Nirmala KAPLET adalah suplemen yang mengandung Algas calcareas, vitamin D3 yang diindikasikan untuk memelihara kesehatan tulang dan suplementasi selama kehamilan, menyusui dan menopause</p><p>Komposisi: Algas Calcareas 750mg, Vitamin D 400IU</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD151547801</p><p>Exp Date:08/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID102904-1,84.0,shopify,deny,manual,283000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID102904-1_20082025_4dd5f6c8-3385-415c-8954-15ac9f8d2d21.jpg?v=1760337071,1,Calgae Kaplet,false,Calgae Kaplet,"CALGAE Pratapa Nirmala KAPLET adalah suplemen yang mengandung Algas calcareas, vitamin D3 yang diindikasikan untuk memelihara kesehatan tulang dan suplementasi selama kehamilan, menyusui dan menopause",,,,,,,,,g,,,active
caldece-orange-tablet-effervescent,Caldece Orange Tablet Effervescent,"<p>Dus, Tube @ 10 Tablet Effervescent</p><p>Deskripsi: CALDECE ORANGE Sanbe TABLET EFFERVESCENT adalah suplemen yang mengandung Vitamin C yang berguna untuk membantu memenuhi multivitamin dan mineral dalam tubuh</p><p>Komposisi: Per-tablet effervescent : Vit.B6 15 mg, vit.C 1000 mg, vit.D 300 IU, Ca carbonate 625 mg (setara dengan elemen Ca 250 mg)</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: TABLET EFFERVESCENT</p><p>NIE:SD051522761</p><p>Exp Date:05/2028</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID102900-1,79.0,shopify,deny,manual,51300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID102900-1_20082025_13a70881-d645-493a-9a57-2acd89196876.jpg?v=1760337070,1,Caldece Orange Tablet Effervescent,false,Caldece Orange Tablet Effervescent,CALDECE ORANGE Sanbe TABLET EFFERVESCENT adalah suplemen yang mengandung Vitamin C yang berguna untuk membantu memenuhi multivitamin dan mineral dalam tubuh,,,,,,,,,g,,,active
cal-95-kaplet,Cal-95 Kaplet,"<p>Dus, 5 Strip @ 6 Kaplet Salut Selaput</p><p>Deskripsi: CAL95 Lapi KAPLET adalah suplemen kesehatan yang mengandung Kalsium, vitamin D2 yang berkhasiat untuk memelihara kesehatan tulang</p><p>Komposisi: Tiap kaplet salut selaput mengandung: Coral Calcium 500 mg, Natural Soy Isoflavone 20 mg, Vitamin D3 200 IU, Vitamin K1 25 mcg, Magnesium 100 mg, Zinc 5 mg, Boron 1 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD041516641</p><p>Exp Date:03/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID102848-1,68.0,shopify,deny,manual,283000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID102848-1_19082025_599b0ca0-aad1-47af-a14c-5059bcc85a98.jpg?v=1760337065,1,Cal-95 Kaplet,false,Cal-95 Kaplet,"CAL95 Lapi KAPLET adalah suplemen kesehatan yang mengandung Kalsium, vitamin D2 yang berkhasiat untuk memelihara kesehatan tulang",,,,,,,,,g,,,active
c2fit-kaplet,C2Fit Kaplet,"<p>Dus, 12 Catch Cover @ 1 Strip @ Kaplet Salut Selaput</p><p>Deskripsi: C2Fit Novell KAPLET adalah suplemen yang mengandung Vitamin C, B dan E yang berguna untuk membantu memenuhi multivitamin dan mineral dalam tubuh</p><p>Komposisi: Vitamin C, B dan E</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD141544811</p><p>Exp Date:04/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID102818-1,18.0,shopify,deny,manual,262400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID102818-1_19082025_7a2ac75c-4ee3-4db3-acc0-d9ff23f7bc51.jpg?v=1760337064,1,C2Fit Kaplet,false,C2Fit Kaplet,"C2Fit Novell KAPLET adalah suplemen yang mengandung Vitamin C, B dan E yang berguna untuk membantu memenuhi multivitamin dan mineral dalam tubuh",,,,,,,,,g,,,active
blackmores-omega-daily-odourless-kapsul,Blackmores Omega Daily Odourless Kapsul,"<p>Botol Kaca @ 30 Kapsul Lunak</p><p>Deskripsi: BLACKMORES OMEGA DAILY ODOURLESS Kalbe KAPSUL merupakan suplemen yang berfungsi untuk Mendukung kesehatan jantung dan fungsi otak dengan kandungan omega-3.</p><p>Komposisi: Fish oil (natural) 1034 mg, mengandung omega-3: 518 mg, Eicosapentaenoic acid (EPA) 310.8 mg, Docosahexaenoic acid (DHA) 207.2 mg, Bahan tambahan : Gelatin (bovine hide), perisa (vanillin).</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:SI164307071</p><p>Exp Date:01/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID102481-3,163.0,shopify,deny,manual,289600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID102481-3_19082025_15c73405-ec0a-4592-8369-c240cb88a119.jpg?v=1760337062,1,Blackmores Omega Daily Odourless Kapsul,false,Blackmores Omega Daily Odourless Kapsul,BLACKMORES OMEGA DAILY ODOURLESS Kalbe KAPSUL merupakan suplemen yang berfungsi untuk Mendukung kesehatan jantung dan fungsi otak dengan kandungan omega-3.,,,,,,,,,g,,,active
blackmores-odourless-fish-oil-1000-kapsul,Blackmores Odourless Fish Oil 1000 Kapsul,"<p>Botol Kaca @ 30 Kapsul Lunak</p><p>Deskripsi: BLACKMORES ODOURLESS FISH OIL 1000 Kalbe KAPSUL adalah suplemen yang mengandung Trigliserida omega3 laut, Asam Eicosapentanoat (EPA), Asam Docosahexanoat (DHA) yang diindikasikan untuk membantu menjaga kesehatan jantung, menurunkan kadar Trigliserida (lemak jahat) di dalam darah, menjaga fungsi optimal mata dan otak serta membantu mengurangi peradangan dan pembengkakan sendi akibat osteoarthritis.</p><p>Komposisi: Minyak ikan (alami) 1 g (1000 mg), MengandungTrigliserida omega-3 laut 300 mg berupa: Asam Eicosapentanoat (EPA) 180 mg, Asam Docosahexanoat (DHA) 120 mg.</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:SI174308231</p><p>Exp Date:03/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID102477-1,147.0,shopify,deny,manual,125700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID102477-1_19082025_ba804a42-1012-45e3-8b04-d0a08b9070b8.jpg?v=1760337062,1,Blackmores Odourless Fish Oil 1000 Kapsul,false,Blackmores Odourless Fish Oil 1000 Kapsul,"BLACKMORES ODOURLESS FISH OIL 1000 Kalbe KAPSUL adalah suplemen yang mengandung Trigliserida omega3 laut, Asam Eicosapentanoat (EPA), Asam Docosahexanoat (DHA) yang diindikasikan untuk membantu menjaga kesehatan jantung, menurunkan kadar Trigliserida (lemak jahat) di dalam darah, menjaga fungsi optimal mata dan otak serta membantu mengurangi peradangan dan pembengkakan sendi akibat osteoarthritis.",,,,,,,,,g,,,active
